team,id,status,name,doneAt,desciption,token,amount,username,payment_status,tx_hash,datetime
TE Academy T.E.A.M.,b6ea1312-2e5a-452e-b958-e001c77b04f9,DONE,April 2nd week || AnaTech,2022-05-03T10:15:17.004Z,"* Weekly Sync with TEA TEAM (1 Hour)
* Weekly sync with Angela (.5 hour)
* TEC.TEAMDAO Sync (1 Hour) 
* Development of the TEA Local Hubs Presentation
* Planning and posting content for TE Twitter
* 1 tweet and 1 thread tweet creation for TEC Twitter Planning
* \
* \

\
",WXDAI,171.0,AnaTech,CONFIRMED,0x820147891c0ab91e42a6c9db6dce66bef305b944f1aa71ec1b718c1d2e77d204,2022-05-03
TE Academy T.E.A.M.,9600cad9-54ff-495e-a8ae-cb8017c65906,DONE,April 1st week || AnaTech,2022-04-11T15:26:33.560Z,"* Weekly sync (1hour)
* Meeting with TEA Team (1hour)
* Twitter results presentation design modifications and last data page.
* Started with the TEA local hubs presentation in Spanish.

\
",WXDAI,171.0,AnaTech,CONFIRMED,0x4216d3fb74cc4a92ee71258d0737e3786f0561ec44ea7cd099740addded9c65c,2022-04-11
TE Academy T.E.A.M.,1d86247a-b935-4b10-ac3d-f87eefdefd92,DONE,March Week 5 || Ana Tech,2022-04-11T15:26:35.714Z,"* Twitter Planning, memes and post created
* 1 hour Regular Meeting. (Mon (2), Tuesday (1)  (thursday (1)
* Sharing about TEA on Blu3DAO Telegram, Cryptoniñxs Telegram, HER DAO telegram and answering messages
* Sharing about TEA about the introduction to token engineering
* Meeting with Pati, Angela, Angy and Patricia to get to know each other and evaluate efforts
* Funday creation post day

\
",WXDAI,171.0,AnaTech,CONFIRMED,0x4216d3fb74cc4a92ee71258d0737e3786f0561ec44ea7cd099740addded9c65c,2022-04-11
TE Academy T.E.A.M.,49cf95c1-79ff-4e2e-abd1-cb089a0ebb78,DONE,March week 4 || AnaTech,2022-04-04T15:10:46.805Z,"Twitter/Discord Planning some tweets and memes (from March 21 to 27)

https://www.notion.so/te-academy/dc5d6907270348f88daa8a1997e3c8b0?v=d3f240ce17c04fafb29a66eccfd39c40",WXDAI,47.5,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,91b2967a-0e37-428f-9c74-0111719e75da,DONE,March week 3 || AnaTech,2022-04-04T15:10:46.409Z,"- Twitter/Discord Planning some tweets (from March 14 to 20)
- Pins created and delivered at EthRio
- Networking and talked about TEA
- Photos taken of TEA and TEC at EthRio

https://www.notion.so/te-academy/dc5d6907270348f88daa8a1997e3c8b0?v=d3f240ce17c04fafb29a66eccfd39c40
",WXDAI,95.0,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,a63768f5-d61c-45a3-8bd3-20bf6b362d97,DONE,March week 2 || AnaTech,2022-04-04T15:10:45.847Z,"Twitter/Discord content, planning (from February 28 to March 6)



https://www.notion.so/te-academy/dc5d6907270348f88daa8a1997e3c8b0?v=d3f240ce17c04fafb29a66eccfd39c40",WXDAI,47.5,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,0289f302-b93c-4cd9-99fc-0e95e242b9fb,DONE,March week 1 || AnaTech,2022-04-04T15:10:44.041Z,"- Twitter/Discord content, planning  (from February 28 to March 6)

- The DAOist  TEA Presentation Planning 
- The DAOist TEA Presentation translation
- TheDAOist TEA Presentation
- Pins created for TheDAOist TEC and TEA 
- Pins delivered and photos in the DAOist mexico

https://www.notion.so/te-academy/dc5d6907270348f88daa8a1997e3c8b0?v=d3f240ce17c04fafb29a66eccfd39c40",WXDAI,95.0,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,e45df9dd-6aba-450b-ba62-8dc2edac582b,DONE,February week 2 || AnaTech,2022-04-04T15:10:42.712Z,"- Twitter/Discord content, planning and posting. (from February 14 to 20)

- Regular 1 hour meetings to plan it.

- Notion  Page created to share drafts about tweets ideas before getting access to the Notion Page of TEA
- Twitter results 
- Token Engineerin Commons and Token Engineering Academy Pins created and gifted at Eth Denver 
https://www.notion.so/Content-suggestions-b992c82ff26f44a0ad474d40be6596e7 

 ![tec.PNG](https://storage.googleapis.com/assets.dework.xyz/uploads/99368fa6-903a-448f-a21c-6682635c7247/tec.PNG) 

 ![WhatsApp Image 2022-03-28 at 1.01.31 PM.jpeg](https://storage.googleapis.com/assets.dework.xyz/uploads/246b4b0d-76d1-4d10-9148-b1ae9f696061/WhatsApp-Image-2022-03-28-at-1.01.31-PM.jpeg)",WXDAI,171.0,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,6b241ef8-6abb-40c2-b214-8c38aa82b1eb,DONE,February week 1 || AnaTech,2022-04-04T15:10:42.584Z,"- Twitter/Discord content, planning and posting. (from February 14 to 20)

- Regular  1 hour meetings to plan it.

- Notion Page created to share drafts about tweets ideas  
https://www.notion.so/Content-suggestions-b992c82ff26f44a0ad474d40be6596e7


 ![tec.PNG](https://storage.googleapis.com/assets.dework.xyz/uploads/b70caded-82d4-4669-b265-63f58bd57c9b/tec.PNG)",WXDAI,171.0,AnaTech,CONFIRMED,0x3db5b61c03d6461eecb06b76ca001a8a71b70cf6f6bdf7f49b009ea513a5c286,2022-04-04
TE Academy T.E.A.M.,70b7c918-a2b8-4280-ab1d-6fd4a7e13f4b,DONE,March Week 5,2022-04-11T15:21:59.563Z,"Twitter/Discord content, planning and posting. (from March 28 to April 3)

* Create promotional tweets for this week's events (TE 360, TokenSPICE, Introduction to Token Engineering, DevConnect)
* Share announcements on Discord channels (Amplify and Announcements)
* Work with @efra for TokenSPICE visuals
* Meeting with Angela, Pati, Patricia and Ana to talk about Token Engineering's achievements so far and how can we grow/improve.
* Weekly meeting with Pati and Ana to discuss marketing plans, elaborate ideas, and create drafts of future events. 

\
",WXDAI,171.0,angieberryberry,CONFIRMED,0x4216d3fb74cc4a92ee71258d0737e3786f0561ec44ea7cd099740addded9c65c,2022-04-11
TE Academy T.E.A.M.,36220ac6-ee4e-4e0c-a736-66b106956514,DONE,March Week 4 ,2022-03-28T19:51:07.534Z,"Twitter/Discord content, planning and posting. (from March 21 to 27)",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,b23544c2-ee3c-4fd5-98fe-8d210858c8cb,DONE,March Week 3,2022-03-28T19:51:03.591Z,"Twitter/Discord content, planning and posting. (from March 14 to 20)",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,14ba0ebf-b6fe-4f11-a277-52fa89176025,DONE,March Week 2,2022-03-28T16:11:56.839Z,"Twitter/Discord content, planning and posting. (from March 7 to 13)",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,1ee0e02c-785c-4040-8762-e45829b15324,DONE,March Week 1,2022-03-28T16:11:35.328Z,"Twitter/Discord content, planning and posting. (from February 28 to March 6)",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,96b48b4c-0a24-40fd-89ef-dc45e198ca3d,DONE,February Week 2,2022-03-28T16:10:02.782Z,"Twitter/Discord content, planning and posting. (from February 21 to 27)",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,3fad3997-d096-4137-b694-57053403c43c,DONE,February Week 1,2022-03-28T16:09:58.625Z,"Twitter/Discord content, planning and posting. (from February 14 to 20) 

Regular 1 hour meetings to plan it.",WXDAI,171.0,angieberryberry,CONFIRMED,0xbe39ba61705f7f94ac14f8dd269d85f59b30409d9149327f356a9a6b41e1c9dd,2022-03-28
TE Academy T.E.A.M.,caef3e3b-3d29-4618-a9b7-7ba2ad59f54f,DONE,Angieberryberry's Prep Work,2022-03-15T16:21:01.714Z,xdai:0xdb533912FE7349392e6255d359a8b9ac1A6174bD,WXDAI,500.0,angieberryberry,CONFIRMED,0x3f15c4a78af8f9f09e6b010b99de232a801503143b0635d83589193203b33d6b,2022-03-15
TE Academy T.E.A.M.,d23b5584-6783-46ae-b4d6-111b7ae3424d,DONE,AnaTech's Prep Work,2022-03-15T16:23:40.104Z,"Studying topics for research:
•University of Economics in Vienna
•Shermin Voshmgir: Author of Token Economy
    https://youtu.be/JPGNvKy6DTA 
    https://youtu.be/hyMMl33w1z0 
•Token Engineering Commons Gitbook
•Angela Kreitenweis: TE Academy Founder
    Medium
    Twitter
DAO Rewards Assemblage: https://youtu.be/wndDaI-eNgc 

",WXDAI,500.0,AnaTech,CONFIRMED,0x3f15c4a78af8f9f09e6b010b99de232a801503143b0635d83589193203b33d6b,2022-03-15
